state,city,datetime,crop_type,growth_stage,air_temperature_c,relative_humidity_%,rainfall_mm,wind_speed_mps,solar_radiation_wm2,soil_moisture_%,soil_temperature_c,soil_ph,irrigation_status,fertilizer_applied,pest_risk_level,crop_health_index,crop_duration_days,region
Gujarat,Ahmedabad,2023-04-20 16:00:00,Bajra,Germination,38.6,59.2,2.0,4.1,453.8,32.3,35.4,6.3,ON,NONE,HIGH,60,167,West India
Maharashtra,Nagpur,2023-02-23 05:00:00,Soybean,Vegetative,26.9,79.9,8.9,5.7,597.1,52.6,24.3,6.0,ON,ORGANIC,LOW,68,130,West India
Meghalaya,Shillong,2024-09-30 13:00:00,Maize,Harvest,26.0,70.5,2.8,2.4,437.4,49.0,24.9,5.9,ON,SSP,LOW,66,123,Northeast India
Uttar Pradesh,Kanpur,2024-07-03 17:00:00,Rice,Germination,29.1,92.6,11.3,1.1,704.5,69.8,25.9,6.0,OFF,NPK,MEDIUM,58,99,North India
Maharashtra,Aurangabad,2024-03-08 06:00:00,Rice,Fruiting,25.3,83.4,9.8,2.3,347.5,76.3,23.3,6.4,ON,ORGANIC,MEDIUM,86,166,West India
Assam,Guwahati,2023-08-22 05:00:00,Mustard,Harvest,18.1,59.7,5.1,2.1,647.5,43.8,14.8,7.2,OFF,SSP,HIGH,63,124,Northeast India
Assam,Silchar,2023-09-05 12:00:00,Rice,Vegetative,30.2,96.5,11.3,2.3,640.2,61.7,27.2,6.6,OFF,UREA,HIGH,72,168,Northeast India
Maharashtra,Kolhapur,2023-10-07 01:00:00,Rice,Germination,31.7,91.9,12.0,6.1,686.3,58.6,30.5,6.4,OFF,NPK,MEDIUM,77,132,West India
Assam,Jorhat,2023-03-01 14:00:00,Mustard,Germination,18.3,54.9,1.2,4.4,705.0,41.9,16.4,7.1,OFF,NPK,HIGH,60,98,Northeast India
Odisha,Berhampur,2023-05-29 04:00:00,Rice,Maturity,32.9,75.6,6.5,1.9,567.0,48.4,31.0,6.5,OFF,UREA,LOW,81,102,East India
Tamil Nadu,Salem,2024-06-12 01:00:00,Turmeric,Harvest,25.9,73.6,6.6,3.9,486.6,69.5,22.8,6.2,OFF,MOP,MEDIUM,89,133,South India
Meghalaya,Shillong,2023-04-10 17:00:00,Maize,Harvest,24.3,63.4,5.3,6.4,289.9,38.1,21.1,6.4,ON,ORGANIC,MEDIUM,66,141,Northeast India
Tamil Nadu,Salem,2023-06-13 01:00:00,Rice,Fruiting,32.9,89.3,9.4,2.7,335.8,67.4,30.4,6.2,ON,SSP,LOW,85,93,South India
Jharkhand,Bokaro,2023-12-11 02:00:00,Mustard,Flowering,8.9,48.2,0.1,1.3,261.9,46.7,5.6,6.8,ON,NPK,HIGH,69,137,East India
Mizoram,Lunglei,2023-01-19 14:00:00,Rice,Flowering,23.1,70.8,6.6,5.2,396.0,64.5,20.3,6.8,ON,UREA,LOW,84,93,Northeast India
Punjab,Bathinda,2024-08-25 15:00:00,Cotton,Germination,30.4,65.6,3.0,1.6,456.1,46.2,28.1,6.9,ON,SSP,LOW,62,124,North India
Bihar,Bhagalpur,2023-09-04 22:00:00,Sugarcane,Seedling,28.0,59.5,9.4,4.2,333.9,62.9,24.9,7.3,OFF,ORGANIC,HIGH,53,114,East India
Gujarat,Ahmedabad,2023-04-20 01:00:00,Bajra,Harvest,30.9,44.6,5.4,2.7,392.7,44.1,27.6,7.7,OFF,UREA,LOW,66,115,West India
Tamil Nadu,Erode,2023-02-16 06:00:00,Banana,Germination,31.5,87.6,6.3,2.7,445.4,64.1,29.9,6.7,OFF,NONE,HIGH,82,126,South India
Kerala,Kozhikode,2024-05-05 21:00:00,Banana,Vegetative,33.0,86.4,9.8,4.6,619.7,74.1,30.8,5.8,OFF,ORGANIC,HIGH,55,91,South India
Karnataka,Bengaluru,2023-05-04 17:00:00,Cotton,Maturity,31.4,59.2,4.0,2.0,768.4,39.0,28.2,6.9,OFF,SSP,HIGH,44,148,South India
Madhya Pradesh,Ujjain,2024-05-14 05:00:00,Chickpea,Harvest,20.9,65.7,4.8,5.6,554.1,36.7,18.4,7.0,OFF,MOP,LOW,76,99,Central India
Karnataka,Shivamogga,2024-03-02 23:00:00,Coffee,Maturity,27.8,72.8,4.2,2.2,520.0,57.2,25.1,6.5,ON,MOP,LOW,83,152,South India
Kerala,Kozhikode,2024-02-18 20:00:00,Rice,Vegetative,34.5,72.1,10.3,4.0,309.1,54.6,32.7,6.0,ON,NPK,LOW,86,125,South India
Uttar Pradesh,Kanpur,2023-03-16 05:00:00,Wheat,Seedling,23.4,61.6,5.3,1.3,571.7,48.5,22.2,7.4,OFF,DAP,HIGH,65,137,North India
Haryana,Hisar,2023-05-28 12:00:00,Cotton,Seedling,25.9,69.9,3.9,0.9,659.4,44.0,22.2,6.3,OFF,UREA,HIGH,42,152,North India
Gujarat,Vadodara,2023-09-09 03:00:00,Wheat,Vegetative,24.2,61.2,4.9,3.9,313.6,54.9,21.1,7.1,ON,UREA,LOW,83,103,West India
Kerala,Kochi,2023-05-22 23:00:00,Pepper,Fruiting,31.0,88.8,7.0,2.4,773.4,69.4,27.3,6.2,ON,SSP,HIGH,64,93,South India
West Bengal,Malda,2023-03-26 12:00:00,Tea,Maturity,19.2,87.4,4.8,2.8,444.9,60.1,17.0,5.3,OFF,UREA,LOW,82,118,East India
Telangana,Hyderabad,2024-12-01 00:00:00,Soybean,Harvest,22.5,53.7,3.4,0.9,279.6,39.9,21.2,6.3,ON,ORGANIC,MEDIUM,70,105,South India
Haryana,Ambala,2023-07-19 23:00:00,Sugarcane,Germination,34.3,69.1,13.4,4.3,653.2,60.1,32.1,7.3,ON,ORGANIC,HIGH,72,114,North India
Odisha,Cuttack,2023-12-08 23:00:00,Maize,Flowering,25.7,76.5,6.7,5.3,372.0,45.7,21.8,5.9,OFF,MOP,LOW,71,152,East India
Manipur,Imphal,2023-03-18 22:00:00,Ginger,Seedling,23.7,75.8,3.7,5.3,540.7,57.4,20.3,6.9,ON,ORGANIC,LOW,92,158,Northeast India
Tripura,Udaipur,2023-02-09 02:00:00,Pineapple,Germination,26.5,67.0,6.8,6.2,229.5,71.3,23.4,5.6,ON,MOP,HIGH,66,122,Northeast India
Tamil Nadu,Coimbatore,2023-06-11 15:00:00,Cotton,Harvest,27.8,58.6,0.8,3.2,224.5,35.5,26.6,8.2,ON,NONE,HIGH,42,127,South India
Madhya Pradesh,Jabalpur,2023-02-06 16:00:00,Soybean,Maturity,29.6,67.8,3.7,0.9,517.0,55.9,26.9,6.1,ON,UREA,LOW,69,135,Central India
Rajasthan,Jodhpur,2024-05-12 06:00:00,Chickpea,Harvest,20.8,57.9,3.9,6.1,304.3,45.5,17.2,6.5,OFF,MOP,MEDIUM,76,120,North India
Telangana,Warangal,2023-10-16 10:00:00,Cotton,Fruiting,29.8,73.5,3.1,1.6,776.6,42.6,27.8,7.8,ON,UREA,LOW,81,141,South India
Gujarat,Ahmedabad,2024-09-09 03:00:00,Wheat,Fruiting,24.5,61.4,0.0,3.6,369.4,54.2,22.9,6.2,ON,ORGANIC,LOW,87,131,West India
Punjab,Amritsar,2023-11-30 10:00:00,Sugarcane,Flowering,26.0,64.2,7.5,5.7,517.0,62.7,23.4,6.2,OFF,MOP,MEDIUM,84,103,North India
Gujarat,Junagadh,2023-10-18 14:00:00,Groundnut,Fruiting,31.7,51.3,0.1,5.0,646.6,43.3,30.1,5.4,ON,ORGANIC,MEDIUM,58,164,West India
Goa,Margao,2024-03-04 04:00:00,Mango,Vegetative,34.8,52.8,3.8,3.7,572.5,42.1,30.8,7.1,OFF,SSP,MEDIUM,74,179,West India
Gujarat,Junagadh,2024-03-22 05:00:00,Tobacco,Germination,32.8,60.0,6.4,6.5,766.1,53.1,30.9,6.1,OFF,ORGANIC,LOW,72,179,West India
Haryana,Hisar,2023-03-14 08:00:00,Mustard,Flowering,13.7,45.4,4.6,4.8,547.6,55.4,11.7,6.3,ON,UREA,MEDIUM,83,105,North India
Karnataka,Hubballi,2024-09-21 21:00:00,Groundnut,Seedling,29.0,55.4,2.3,3.4,467.0,37.2,25.1,5.7,ON,NONE,LOW,63,158,South India
Telangana,Warangal,2024-09-14 23:00:00,Cotton,Seedling,32.6,55.9,2.3,5.4,748.0,54.0,30.8,6.9,ON,SSP,MEDIUM,64,119,South India
Bihar,Muzaffarpur,2024-02-24 02:00:00,Rice,Seedling,23.8,96.0,10.5,0.9,295.5,70.3,22.1,6.3,OFF,MOP,HIGH,77,135,East India
Haryana,Rohtak,2023-01-26 10:00:00,Wheat,Flowering,19.4,71.9,4.2,4.8,486.9,38.3,15.9,6.8,ON,ORGANIC,LOW,90,114,North India
Tamil Nadu,Tiruchirappalli,2024-10-05 18:00:00,Banana,Fruiting,23.6,85.7,11.8,6.5,779.2,59.2,20.4,5.7,OFF,UREA,LOW,84,176,South India
Tamil Nadu,Salem,2023-02-02 07:00:00,Groundnut,Harvest,25.4,57.8,3.6,4.0,730.6,51.8,22.5,6.1,ON,NPK,MEDIUM,68,143,South India
Maharashtra,Nagpur,2023-09-15 18:00:00,Wheat,Flowering,15.8,41.5,3.8,2.1,634.7,38.3,12.5,6.8,ON,NONE,MEDIUM,70,105,West India
Bihar,Muzaffarpur,2023-03-06 23:00:00,Lentil,Flowering,16.9,54.3,5.3,0.5,401.8,41.8,14.2,7.5,ON,NPK,MEDIUM,59,106,East India
Himachal Pradesh,Solan,2024-03-06 09:00:00,Apple,Flowering,14.7,50.7,0.2,5.5,768.4,54.9,13.0,5.5,ON,ORGANIC,MEDIUM,60,127,North India
Bihar,Gaya,2024-01-16 07:00:00,Maize,Maturity,30.6,68.6,3.6,1.7,376.8,46.7,27.7,5.9,OFF,MOP,HIGH,67,118,East India
Tamil Nadu,Thanjavur,2023-03-06 23:00:00,Cotton,Vegetative,36.7,52.3,4.8,5.0,424.0,44.6,34.9,6.3,OFF,ORGANIC,MEDIUM,89,173,South India
Jharkhand,Jamshedpur,2023-04-12 21:00:00,Pulses,Vegetative,24.4,47.4,3.7,0.9,597.8,23.9,22.9,7.2,ON,MOP,MEDIUM,74,152,East India
Assam,Jorhat,2023-08-25 03:00:00,Mustard,Seedling,15.8,54.3,4.7,1.3,294.4,54.5,13.8,7.0,OFF,NONE,HIGH,53,155,Northeast India
Tripura,Udaipur,2023-10-25 13:00:00,Rubber,Vegetative,26.0,90.9,8.3,4.0,492.1,59.7,22.7,5.3,OFF,NPK,LOW,71,178,Northeast India
Uttar Pradesh,Allahabad,2023-04-24 10:00:00,Potato,Maturity,21.3,72.2,3.9,6.4,569.9,49.2,19.6,6.1,ON,SSP,MEDIUM,79,96,North India
West Bengal,Bardhaman,2023-09-13 14:00:00,Rice,Vegetative,32.1,88.8,12.1,3.4,636.1,61.5,29.3,6.0,OFF,NPK,LOW,80,178,East India
Maharashtra,Solapur,2024-04-02 00:00:00,Wheat,Germination,23.5,65.2,7.0,3.2,236.1,45.7,19.7,5.7,ON,UREA,LOW,88,98,West India
Madhya Pradesh,Bhopal,2023-11-15 21:00:00,Chickpea,Harvest,26.0,51.6,1.5,6.3,272.3,33.4,23.9,6.7,OFF,MOP,MEDIUM,67,138,Central India
Andhra Pradesh,Guntur,2023-06-29 20:00:00,Tobacco,Flowering,28.9,73.7,4.2,3.6,619.1,55.3,25.9,5.8,ON,NPK,MEDIUM,61,140,South India
Jharkhand,Dhanbad,2023-02-28 14:00:00,Mustard,Maturity,22.9,57.8,2.5,0.5,710.9,46.7,20.8,6.9,ON,UREA,LOW,82,122,East India
Uttar Pradesh,Varanasi,2023-12-18 19:00:00,Rice,Seedling,24.1,82.6,5.9,1.4,400.8,80.1,20.1,6.7,OFF,DAP,LOW,69,136,North India
Gujarat,Vadodara,2023-11-23 03:00:00,Groundnut,Vegetative,33.1,45.3,4.4,0.8,206.6,44.6,32.1,5.8,ON,UREA,LOW,84,122,West India
Gujarat,Ahmedabad,2023-09-27 18:00:00,Castor,Fruiting,29.6,50.6,1.0,0.6,501.7,32.3,26.8,6.8,OFF,UREA,HIGH,62,147,West India
Himachal Pradesh,Dharamshala,2024-11-08 18:00:00,Maize,Harvest,33.2,50.6,5.6,3.0,706.5,59.8,30.8,6.1,OFF,DAP,HIGH,65,128,North India
Tamil Nadu,Madurai,2023-11-22 05:00:00,Groundnut,Germination,31.2,64.4,4.7,0.7,340.5,44.4,28.9,6.0,ON,SSP,LOW,64,163,South India
Jharkhand,Bokaro,2024-06-07 05:00:00,Pulses,Seedling,23.5,57.1,2.5,1.0,770.1,43.1,22.4,7.3,ON,SSP,MEDIUM,78,175,East India
Arunachal Pradesh,Pasighat,2023-11-24 02:00:00,Orange,Flowering,28.4,74.8,3.1,4.2,784.3,51.3,25.4,6.5,ON,MOP,LOW,81,115,Northeast India
Uttar Pradesh,Allahabad,2023-05-21 00:00:00,Mustard,Seedling,14.2,65.2,1.7,4.4,318.5,43.7,11.5,7.1,OFF,NONE,LOW,91,129,North India
Uttarakhand,Roorkee,2023-12-15 06:00:00,Maize,Harvest,21.7,74.8,7.0,2.7,767.9,54.2,18.9,6.1,OFF,ORGANIC,LOW,75,121,North India
Punjab,Amritsar,2023-11-06 08:00:00,Sugarcane,Seedling,25.7,63.4,3.5,4.2,618.1,66.7,24.6,6.9,OFF,DAP,LOW,93,178,North India
Meghalaya,Shillong,2023-04-05 00:00:00,Ginger,Seedling,27.9,69.8,7.1,5.0,540.4,67.5,26.4,6.4,ON,DAP,LOW,81,148,Northeast India
Bihar,Patna,2024-03-08 02:00:00,Wheat,Flowering,26.0,48.8,3.3,5.8,468.1,49.2,23.8,7.1,OFF,NPK,MEDIUM,76,114,East India
Karnataka,Belagavi,2024-06-10 15:00:00,Maize,Fruiting,25.5,56.2,5.6,4.1,441.6,57.2,23.6,6.6,OFF,NPK,HIGH,78,114,South India
Andhra Pradesh,Visakhapatnam,2023-02-12 18:00:00,Tobacco,Fruiting,33.6,72.9,2.6,1.1,765.1,49.4,30.3,6.5,ON,UREA,LOW,66,143,South India
Meghalaya,Tura,2024-07-08 01:00:00,Ginger,Vegetative,26.0,65.0,7.0,4.3,598.8,63.5,23.6,5.9,OFF,NPK,HIGH,45,129,Northeast India
Rajasthan,Jaipur,2023-02-11 12:00:00,Mustard,Vegetative,23.6,60.5,1.2,4.8,566.1,47.8,22.5,6.5,ON,MOP,LOW,81,179,North India
Madhya Pradesh,Indore,2024-11-10 16:00:00,Wheat,Flowering,22.4,52.8,2.0,3.0,554.2,61.4,20.9,6.2,OFF,MOP,LOW,80,173,Central India
Karnataka,Hubballi,2023-01-27 17:00:00,Maize,Fruiting,26.7,57.6,6.5,6.3,677.1,60.3,24.1,5.8,ON,ORGANIC,HIGH,52,110,South India
Chhattisgarh,Bilaspur,2024-06-29 05:00:00,Soybean,Flowering,23.2,63.7,7.7,2.5,579.7,61.9,19.6,6.3,OFF,SSP,LOW,67,169,Central India
Telangana,Khammam,2023-04-05 02:00:00,Sugarcane,Flowering,36.1,85.3,7.5,1.5,367.0,71.3,34.9,6.0,OFF,UREA,HIGH,47,131,South India
Assam,Dibrugarh,2023-06-08 06:00:00,Jute,Maturity,33.0,71.4,13.6,2.5,419.0,54.5,30.3,6.7,OFF,ORGANIC,LOW,77,148,Northeast India
Karnataka,Bengaluru,2024-11-19 16:00:00,Coffee,Vegetative,25.8,73.8,6.8,3.5,406.1,59.3,22.6,5.6,ON,MOP,MEDIUM,80,127,South India
Andhra Pradesh,Guntur,2023-09-14 21:00:00,Chilli,Harvest,28.1,73.5,2.1,4.3,223.7,62.5,26.7,6.9,OFF,SSP,MEDIUM,62,106,South India
Uttar Pradesh,Allahabad,2024-05-30 08:00:00,Wheat,Harvest,21.9,43.8,3.8,3.6,405.3,43.3,18.9,6.3,ON,ORGANIC,MEDIUM,91,174,North India
Nagaland,Dimapur,2024-02-26 00:00:00,Soybean,Germination,26.4,67.4,6.0,2.5,406.0,53.9,23.1,6.5,OFF,NPK,HIGH,52,156,Northeast India
Haryana,Rohtak,2024-04-01 22:00:00,Sugarcane,Maturity,33.1,61.8,8.4,3.2,531.0,69.3,29.3,7.4,OFF,NPK,LOW,95,106,North India
West Bengal,Siliguri,2024-03-04 13:00:00,Potato,Flowering,23.0,62.4,7.1,5.9,794.8,70.6,19.0,5.2,OFF,UREA,MEDIUM,62,136,East India
Tamil Nadu,Madurai,2023-02-20 16:00:00,Turmeric,Germination,26.1,68.4,4.5,2.8,560.1,57.4,23.8,5.9,OFF,DAP,MEDIUM,77,92,South India
Jharkhand,Jamshedpur,2024-09-28 07:00:00,Rice,Harvest,25.3,87.2,11.4,3.7,736.6,64.3,22.5,6.7,OFF,MOP,LOW,95,173,East India
Manipur,Thoubal,2024-07-01 00:00:00,Rice,Germination,29.9,83.3,5.0,4.6,284.4,71.1,25.9,6.6,ON,DAP,LOW,76,122,Northeast India
Meghalaya,Jowai,2024-05-19 09:00:00,Potato,Harvest,15.6,63.8,7.5,5.8,336.9,66.3,12.0,6.3,OFF,DAP,MEDIUM,61,114,Northeast India
Kerala,Thrissur,2024-06-14 22:00:00,Pepper,Maturity,32.1,75.8,12.0,4.4,599.7,73.1,30.1,5.8,ON,NPK,LOW,67,133,South India
Kerala,Thrissur,2024-09-02 21:00:00,Coconut,Fruiting,26.2,86.4,11.4,3.2,737.5,63.9,24.3,5.9,ON,UREA,LOW,77,137,South India
Madhya Pradesh,Indore,2023-12-02 07:00:00,Cotton,Vegetative,35.2,55.9,1.8,4.5,649.0,51.1,34.2,7.1,OFF,NONE,HIGH,68,166,Central India
Tripura,Agartala,2024-04-03 14:00:00,Rice,Maturity,34.9,88.2,13.3,3.8,611.0,73.2,32.0,5.8,OFF,UREA,LOW,73,101,Northeast India
Chhattisgarh,Durg,2023-08-21 02:00:00,Maize,Germination,25.2,76.5,5.0,1.1,481.4,56.3,21.8,5.9,OFF,ORGANIC,MEDIUM,91,129,Central India
Tamil Nadu,Erode,2024-05-26 19:00:00,Turmeric,Flowering,23.6,68.7,6.0,3.4,393.4,55.7,21.6,6.8,ON,NPK,LOW,78,123,South India
West Bengal,Bardhaman,2023-07-30 21:00:00,Potato,Harvest,18.6,71.5,3.4,4.0,245.2,55.7,16.5,5.1,OFF,NPK,MEDIUM,71,108,East India
Maharashtra,Aurangabad,2024-04-17 00:00:00,Wheat,Germination,24.9,65.3,3.8,4.8,628.4,43.5,22.1,7.6,ON,ORGANIC,MEDIUM,83,180,West India
Maharashtra,Aurangabad,2024-05-23 22:00:00,Soybean,Seedling,23.0,61.9,2.7,6.1,331.0,54.9,21.1,6.5,ON,ORGANIC,LOW,80,126,West India
Jharkhand,Bokaro,2023-02-28 10:00:00,Maize,Harvest,25.1,74.8,5.9,4.9,663.9,51.0,22.8,7.1,OFF,NONE,MEDIUM,71,160,East India
Uttar Pradesh,Allahabad,2024-03-09 09:00:00,Sugarcane,Vegetative,30.7,62.7,9.5,4.2,388.8,70.5,27.8,6.9,ON,NONE,MEDIUM,66,140,North India
Himachal Pradesh,Dharamshala,2023-10-25 08:00:00,Maize,Fruiting,28.0,61.4,8.1,5.4,636.8,59.1,24.2,5.9,ON,ORGANIC,LOW,84,168,North India
Rajasthan,Ajmer,2024-03-06 03:00:00,Chickpea,Germination,16.7,41.1,1.8,3.0,545.4,42.6,13.5,6.5,ON,DAP,MEDIUM,57,112,North India
Goa,Panaji,2024-09-14 01:00:00,Mango,Flowering,25.2,59.2,3.7,1.8,476.5,53.6,21.2,7.3,OFF,NPK,HIGH,49,120,West India
Uttarakhand,Haridwar,2023-03-04 14:00:00,Rice,Maturity,31.6,76.5,13.3,5.3,752.9,72.5,30.1,5.6,ON,ORGANIC,HIGH,44,140,North India
Manipur,Thoubal,2023-08-25 16:00:00,Mustard,Flowering,20.6,44.1,4.6,2.0,241.7,43.2,17.0,6.7,OFF,SSP,HIGH,46,126,Northeast India
Punjab,Bathinda,2024-08-21 10:00:00,Maize,Flowering,27.5,66.3,3.0,4.9,244.2,49.5,24.9,6.1,ON,UREA,MEDIUM,75,125,North India
Haryana,Ambala,2024-06-23 13:00:00,Wheat,Seedling,22.8,47.8,1.7,5.3,350.9,50.2,21.5,6.6,OFF,DAP,LOW,80,130,North India
Andhra Pradesh,Kurnool,2023-03-28 17:00:00,Rice,Harvest,24.6,76.6,9.3,2.0,695.3,75.1,21.4,6.2,OFF,UREA,LOW,84,171,South India
Uttar Pradesh,Meerut,2024-06-11 18:00:00,Mustard,Maturity,22.3,47.4,1.6,2.0,231.0,34.5,21.2,6.8,OFF,NONE,LOW,71,167,North India
Himachal Pradesh,Dharamshala,2023-08-28 05:00:00,Maize,Seedling,19.9,58.4,6.3,2.1,455.6,59.8,16.7,7.1,ON,SSP,MEDIUM,76,114,North India
Tripura,Agartala,2023-02-01 03:00:00,Jute,Fruiting,22.0,85.0,12.4,3.8,534.7,59.7,18.8,6.5,OFF,MOP,LOW,65,115,Northeast India
Gujarat,Junagadh,2023-09-17 19:00:00,Wheat,Vegetative,20.0,42.4,1.7,1.1,257.3,34.6,18.8,7.1,ON,NPK,HIGH,75,109,West India
Uttarakhand,Roorkee,2024-09-13 19:00:00,Wheat,Vegetative,23.3,54.7,2.6,1.7,231.8,46.6,21.7,7.4,OFF,UREA,LOW,92,97,North India
Andhra Pradesh,Guntur,2023-03-22 01:00:00,Tobacco,Fruiting,31.3,60.7,4.9,1.2,662.2,57.7,28.4,6.2,ON,NPK,HIGH,41,159,South India
Uttar Pradesh,Varanasi,2024-05-07 20:00:00,Rice,Flowering,33.4,89.9,12.9,3.7,444.3,66.6,31.9,5.8,ON,NPK,HIGH,52,138,North India
Telangana,Hyderabad,2024-10-09 21:00:00,Chilli,Maturity,22.9,51.4,3.5,1.9,544.2,44.3,21.6,5.5,ON,ORGANIC,MEDIUM,68,150,South India
Bihar,Bhagalpur,2023-11-15 11:00:00,Rice,Harvest,26.1,78.9,11.9,3.5,240.4,64.8,23.1,6.5,OFF,ORGANIC,LOW,84,162,East India
Madhya Pradesh,Bhopal,2023-05-12 00:00:00,Cotton,Vegetative,32.3,65.2,2.0,4.0,415.0,48.8,29.9,6.4,ON,MOP,LOW,71,164,Central India
Jharkhand,Bokaro,2023-09-11 07:00:00,Rice,Germination,26.7,68.8,12.2,3.8,620.2,81.4,23.5,6.8,ON,SSP,LOW,84,159,East India
Karnataka,Shivamogga,2024-03-16 12:00:00,Coffee,Vegetative,16.1,74.5,10.5,5.1,244.5,77.7,15.0,5.8,OFF,ORGANIC,LOW,88,150,South India
Mizoram,Aizawl,2024-01-26 03:00:00,Ginger,Flowering,28.2,77.7,8.1,5.0,243.9,65.8,27.1,5.8,OFF,UREA,HIGH,63,111,Northeast India
Kerala,Thiruvananthapuram,2023-02-03 23:00:00,Pepper,Vegetative,24.6,74.1,9.3,3.3,523.9,58.3,23.1,6.0,ON,NONE,MEDIUM,82,149,South India
Punjab,Patiala,2023-09-18 19:00:00,Wheat,Harvest,26.4,44.5,2.2,2.5,703.0,57.6,23.3,6.2,OFF,MOP,LOW,83,176,North India
Uttarakhand,Dehradun,2023-05-03 12:00:00,Rice,Flowering,28.9,72.2,15.6,1.6,755.1,56.0,26.6,6.2,OFF,NONE,LOW,66,178,North India
Arunachal Pradesh,Itanagar,2023-06-13 04:00:00,Rice,Harvest,23.3,74.9,12.5,1.5,662.6,73.0,20.0,6.0,ON,SSP,HIGH,61,143,Northeast India
Karnataka,Mangaluru,2024-02-16 13:00:00,Sugarcane,Maturity,33.2,77.7,12.8,5.2,679.2,59.3,31.5,6.8,OFF,MOP,HIGH,64,159,South India
Goa,Panaji,2024-01-17 17:00:00,Mango,Flowering,29.5,54.5,8.0,3.9,399.4,57.3,27.9,6.7,ON,SSP,LOW,82,120,West India
Madhya Pradesh,Bhopal,2024-09-17 12:00:00,Soybean,Germination,21.5,76.2,4.1,6.2,762.8,42.7,19.9,7.0,ON,MOP,HIGH,48,92,Central India
Uttarakhand,Roorkee,2024-06-24 10:00:00,Apple,Flowering,18.3,69.3,4.7,4.5,266.1,54.7,14.8,6.4,OFF,NPK,HIGH,68,103,North India
Telangana,Karimnagar,2024-06-11 22:00:00,Chilli,Vegetative,24.6,75.6,2.9,2.7,620.7,50.2,21.7,6.9,ON,ORGANIC,MEDIUM,82,102,South India
Assam,Guwahati,2024-09-22 02:00:00,Rice,Harvest,28.2,78.3,13.0,2.4,393.9,59.1,25.4,5.5,OFF,DAP,MEDIUM,56,151,Northeast India
Goa,Panaji,2023-04-11 03:00:00,Coconut,Germination,24.4,76.3,4.9,2.9,738.9,56.4,21.5,6.9,ON,MOP,MEDIUM,88,121,West India
Rajasthan,Ajmer,2024-08-13 13:00:00,Cotton,Seedling,27.7,44.8,1.5,2.3,673.5,43.5,25.1,7.0,ON,NPK,MEDIUM,75,137,North India
Telangana,Warangal,2024-04-22 00:00:00,Maize,Harvest,23.8,73.1,0.6,4.5,303.7,63.4,22.6,6.3,OFF,NPK,HIGH,65,173,South India
Andhra Pradesh,Guntur,2024-08-26 23:00:00,Tobacco,Vegetative,33.5,52.0,2.8,0.6,343.3,63.6,30.2,5.7,ON,DAP,HIGH,76,151,South India
Madhya Pradesh,Jabalpur,2024-01-05 15:00:00,Chickpea,Germination,19.4,38.0,0.6,3.1,667.1,25.2,18.0,7.3,ON,NPK,HIGH,57,138,Central India
Assam,Dibrugarh,2024-10-28 14:00:00,Rice,Maturity,32.3,70.5,14.4,1.7,503.0,57.6,28.6,5.9,ON,SSP,MEDIUM,63,167,Northeast India
Sikkim,Gangtok,2023-07-12 20:00:00,Orange,Vegetative,29.7,69.2,4.3,3.4,329.5,47.7,25.9,6.0,ON,MOP,HIGH,80,180,Northeast India
Karnataka,Hubballi,2023-04-26 03:00:00,Cotton,Germination,38.6,58.9,2.3,5.4,648.7,37.8,36.5,7.4,ON,DAP,MEDIUM,64,95,South India
Rajasthan,Ajmer,2023-12-13 11:00:00,Chickpea,Fruiting,19.2,57.8,2.1,1.8,444.2,22.0,17.7,7.5,ON,ORGANIC,MEDIUM,79,145,North India
Madhya Pradesh,Jabalpur,2024-01-24 05:00:00,Wheat,Fruiting,24.3,64.1,3.4,2.6,488.6,42.7,20.6,6.0,ON,ORGANIC,MEDIUM,80,168,Central India
Karnataka,Shivamogga,2023-11-12 20:00:00,Maize,Flowering,27.4,49.8,1.9,6.4,748.9,51.8,23.6,6.6,ON,NPK,LOW,71,109,South India
Madhya Pradesh,Bhopal,2024-02-29 17:00:00,Maize,Fruiting,24.2,77.8,4.6,6.1,689.1,47.8,21.3,6.8,ON,UREA,MEDIUM,77,127,Central India
Karnataka,Mangaluru,2023-06-11 17:00:00,Ragi,Harvest,27.8,43.8,0.9,2.0,584.3,48.9,24.6,7.1,ON,NONE,MEDIUM,61,106,South India
Telangana,Warangal,2023-09-01 18:00:00,Rice,Maturity,25.6,91.2,9.2,5.0,435.6,66.7,21.7,6.0,ON,NPK,HIGH,64,165,South India
Bihar,Muzaffarpur,2024-02-04 01:00:00,Sugarcane,Fruiting,29.7,89.6,3.9,4.0,640.5,71.1,27.1,7.5,OFF,NONE,HIGH,58,168,East India
Tamil Nadu,Tiruchirappalli,2024-10-30 00:00:00,Turmeric,Flowering,29.2,73.3,5.7,3.4,771.7,54.2,26.9,6.6,OFF,DAP,HIGH,70,153,South India
Manipur,Thoubal,2024-05-02 20:00:00,Ginger,Maturity,25.3,66.7,6.1,5.9,204.9,69.1,23.5,6.1,OFF,NONE,HIGH,49,147,Northeast India
Kerala,Kozhikode,2024-08-19 16:00:00,Pepper,Fruiting,32.6,74.8,6.0,4.8,496.2,71.1,30.3,5.4,OFF,DAP,HIGH,68,154,South India
Haryana,Panipat,2023-01-17 08:00:00,Rice,Vegetative,29.9,82.5,6.7,1.2,421.7,64.2,26.9,6.7,ON,UREA,MEDIUM,65,179,North India
